epoch,label,precision,recall,f1
1,playAction,0.3333333333333333,0.010309278350515464,0.02
1,passTippedAtLine,0.0,0.0,0.0
1,unblockedPressure,0.0,0.0,0.0
1,qbSpike,0.0,0.0,0.0
1,qbKneel,0.0,0.0,0.0
1,qbSneak,0.0,0.0,0.0
1,isDropback,1.0,1.0,1.0
1,pff_runPassOption,0.0,0.0,0.0
1,offenseFormation_EMPTY,0.0,0.0,0.0
1,offenseFormation_I_FORM,0.0,0.0,0.0
1,offenseFormation_JUMBO,0.0,0.0,0.0
1,offenseFormation_PISTOL,0.0,0.0,0.0
1,offenseFormation_SHOTGUN,0.6904761904761905,0.9354838709677419,0.7945205479452054
1,offenseFormation_SINGLEBACK,0.0,0.0,0.0
1,offenseFormation_WILDCAT,0.0,0.0,0.0
1,receiverAlignment_1x0,0.0,0.0,0.0
1,receiverAlignment_1x1,0.0,0.0,0.0
1,receiverAlignment_2x0,0.0,0.0,0.0
1,receiverAlignment_2x1,0.0,0.0,0.0
1,receiverAlignment_2x2,0.325,0.08843537414965986,0.13903743315508021
1,receiverAlignment_3x0,0.0,0.0,0.0
1,receiverAlignment_3x1,0.38686131386861317,0.4732142857142857,0.42570281124497994
1,receiverAlignment_3x2,0.0,0.0,0.0
1,receiverAlignment_3x3,0.0,0.0,0.0
1,receiverAlignment_4x1,0.0,0.0,0.0
1,dropbackType_DESIGNED_ROLLOUT_LEFT,0.0,0.0,0.0
1,dropbackType_DESIGNED_ROLLOUT_RIGHT,0.0,0.0,0.0
1,dropbackType_DESIGNED_RUN,0.0,0.0,0.0
1,dropbackType_SCRAMBLE,0.0,0.0,0.0
1,dropbackType_SCRAMBLE_ROLLOUT_LEFT,0.0,0.0,0.0
1,dropbackType_SCRAMBLE_ROLLOUT_RIGHT,0.0,0.0,0.0
1,dropbackType_TRADITIONAL,0.8652037617554859,1.0,0.9277310924369748
1,passLocationType_INSIDE_BOX,0.8589341692789969,1.0,0.924114671163575
1,passLocationType_OUTSIDE_LEFT,0.0,0.0,0.0
1,passLocationType_OUTSIDE_RIGHT,0.0,0.0,0.0
1,passLocationType_UNKNOWN,0.0,0.0,0.0
1,pff_runConceptPrimary_COUNTER,0.0,0.0,0.0
1,pff_runConceptPrimary_DRAW,0.0,0.0,0.0
1,pff_runConceptPrimary_FB RUN,0.0,0.0,0.0
1,pff_runConceptPrimary_INSIDE ZONE,0.0,0.0,0.0
1,pff_runConceptPrimary_MAN,0.0,0.0,0.0
1,pff_runConceptPrimary_OUTSIDE ZONE,0.0,0.0,0.0
1,pff_runConceptPrimary_POWER,0.0,0.0,0.0
1,pff_runConceptPrimary_PULL LEAD,0.0,0.0,0.0
1,pff_runConceptPrimary_TRAP,0.0,0.0,0.0
1,pff_runConceptPrimary_TRICK,0.0,0.0,0.0
1,pff_runConceptPrimary_UNDEFINED,0.0,0.0,0.0
1,pff_runConceptPrimary_Unknown,0.6460905349794238,0.7370892018779343,0.6885964912280702
1,pff_runConceptSecondary_QB RUNS,0.0,0.0,0.0
1,pff_runConceptSecondary_READ OPTION,0.0,0.0,0.0
1,pff_runConceptSecondary_Unknown,1.0,1.0,1.0
1,pff_passCoverage_2-Man,0.0,0.0,0.0
1,pff_passCoverage_Bracket,0.0,0.0,0.0
1,pff_passCoverage_Cover 6-Left,0.0,0.0,0.0
1,pff_passCoverage_Cover-0,0.0,0.0,0.0
1,pff_passCoverage_Cover-1,0.0,0.0,0.0
1,pff_passCoverage_Cover-1 Double,0.0,0.0,0.0
1,pff_passCoverage_Cover-2,0.0,0.0,0.0
1,pff_passCoverage_Cover-3,0.0,0.0,0.0
1,pff_passCoverage_Cover-3 Cloud Left,0.0,0.0,0.0
1,pff_passCoverage_Cover-3 Cloud Right,0.0,0.0,0.0
1,pff_passCoverage_Cover-3 Double Cloud,0.0,0.0,0.0
1,pff_passCoverage_Cover-3 Seam,0.0,0.0,0.0
1,pff_passCoverage_Cover-6 Right,0.0,0.0,0.0
1,pff_passCoverage_Goal Line,0.0,0.0,0.0
1,pff_passCoverage_Miscellaneous,0.0,0.0,0.0
1,pff_passCoverage_Prevent,0.0,0.0,0.0
1,pff_passCoverage_Quarters,0.0,0.0,0.0
1,pff_passCoverage_Red Zone,0.0,0.0,0.0
1,pff_manZone_Man,0.0,0.0,0.0
1,pff_manZone_Other,0.0,0.0,0.0
1,pff_manZone_Zone,0.6883561643835616,0.9262672811059908,0.7897838899803536
1,routeRanQB0_CORNER,0.0,0.0,0.0
1,routeRanQB0_CROSS,0.0,0.0,0.0
1,routeRanQB0_FLAT,0.0,0.0,0.0
1,routeRanQB0_GO,0.0,0.0,0.0
1,routeRanQB0_HITCH,0.0,0.0,0.0
1,routeRanQB0_IN,0.0,0.0,0.0
1,routeRanQB0_NA,0.9968652037617555,1.0,0.9984301412872841
1,routeRanQB0_OUT,0.0,0.0,0.0
1,routeRanQB0_POST,0.0,0.0,0.0
1,routeRanQB0_SCREEN,0.0,0.0,0.0
1,routeRanQB0_SLANT,0.0,0.0,0.0
1,routeRanQB0_WHEEL,0.0,0.0,0.0
1,routeRanWR0_ANGLE,0.0,0.0,0.0
1,routeRanWR0_CORNER,0.0,0.0,0.0
1,routeRanWR0_CROSS,0.0,0.0,0.0
1,routeRanWR0_FLAT,0.0,0.0,0.0
1,routeRanWR0_GO,0.0,0.0,0.0
1,routeRanWR0_HITCH,0.0,0.0,0.0
1,routeRanWR0_IN,0.0,0.0,0.0
1,routeRanWR0_NA,0.0,0.0,0.0
1,routeRanWR0_OUT,0.0,0.0,0.0
1,routeRanWR0_POST,0.0,0.0,0.0
1,routeRanWR0_SCREEN,0.0,0.0,0.0
1,routeRanWR0_SLANT,0.0,0.0,0.0
1,routeRanWR0_WHEEL,0.0,0.0,0.0
1,routeRanWR1_ANGLE,0.0,0.0,0.0
1,routeRanWR1_CORNER,0.0,0.0,0.0
1,routeRanWR1_CROSS,0.0,0.0,0.0
1,routeRanWR1_FLAT,0.0,0.0,0.0
1,routeRanWR1_GO,0.0,0.0,0.0
1,routeRanWR1_HITCH,0.0,0.0,0.0
1,routeRanWR1_IN,0.0,0.0,0.0
1,routeRanWR1_NA,0.0,0.0,0.0
1,routeRanWR1_OUT,0.0,0.0,0.0
1,routeRanWR1_POST,0.0,0.0,0.0
1,routeRanWR1_SCREEN,0.0,0.0,0.0
1,routeRanWR1_SLANT,0.0,0.0,0.0
1,routeRanWR1_WHEEL,0.0,0.0,0.0
1,routeRanWR2_ANGLE,0.0,0.0,0.0
1,routeRanWR2_CORNER,0.0,0.0,0.0
1,routeRanWR2_CROSS,0.0,0.0,0.0
1,routeRanWR2_FLAT,0.0,0.0,0.0
1,routeRanWR2_GO,0.0,0.0,0.0
1,routeRanWR2_HITCH,0.0,0.0,0.0
1,routeRanWR2_IN,0.0,0.0,0.0
1,routeRanWR2_NA,0.0,0.0,0.0
1,routeRanWR2_OUT,0.0,0.0,0.0
1,routeRanWR2_POST,0.0,0.0,0.0
1,routeRanWR2_SCREEN,0.0,0.0,0.0
1,routeRanWR2_SLANT,0.0,0.0,0.0
1,routeRanWR2_WHEEL,0.0,0.0,0.0
1,routeRanWR3_CORNER,0.0,0.0,0.0
1,routeRanWR3_CROSS,0.0,0.0,0.0
